SiteNumber,Type,LocationID,EffectiveDate,Region,DistrictOffice,State,StateName,County,CountyState,City,FacilityName,Ownership,Use,Owner,OwnerAddress,OwnerCSZ,OwnerPhone,Manager,ManagerAddress,ManagerCSZ,ManagerPhone,ARPLatitude,ARPLatitudeS,ARPLongitude,ARPLongitudeS,ARPMethod,ARPElevation,ARPElevationMethod,MagneticVariation,MagneticVariationYear,TrafficPatternAltitude,ChartName,DistanceFromCBD,DirectionFromCBD,LandAreaCoveredByAirport,BoundaryARTCCID,BoundaryARTCCComputerID,BoundaryARTCCName,ResponsibleARTCCID,ResponsibleARTCCComputerID,ResponsibleARTCCName,TieInFSS,TieInFSSID,TieInFSSName,AirportToFSSPhoneNumber,TieInFSSTollFreeNumber,AlternateFSSID,AlternateFSSName,AlternateFSSTollFreeNumber,NOTAMFacilityID,NOTAMService,ActiviationDate,AirportStatusCode,CertificationTypeDate,FederalAgreements,AirspaceDetermination,CustomsAirportOfEntry,CustomsLandingRights,MilitaryJointUse,MilitaryLandingRights,InspectionMethod,InspectionGroup,LastInspectionDate,LastOwnerInformationDate,FuelTypes,AirframeRepair,PowerPlantRepair,BottledOxygenType,BulkOxygenType,LightingSchedule,BeaconSchedule,ATCT,UNICOMFrequencies,CTAFFrequency,SegmentedCircle,BeaconColor,NonCommercialLandingFee,MedicalUse,SingleEngineGA,MultiEngineGA,JetEngineGA,HelicoptersGA,GlidersOperational,MilitaryOperational,Ultralights,OperationsCommercial,OperationsCommuter,OperationsAirTaxi,OperationsGALocal,OperationsGAItin,OperationsMilitary,OperationsDate,AirportPositionSource,AirportPositionSourceDate,AirportElevationSource,AirportElevationSourceDate,ContractFuelAvailable,TransientStorage,OtherServices,WindIndicator
50492.*A,AIRPORT,MDO,09/20/2012,AAL,NONE,AK,ALASKA,CORDOVA-MCCARTHY,AK,MIDDLETON ISLAND,MIDDLETON ISLAND,PU,PU,UNKNOWN,,ANCHORAGE- AK,,,,ANCHORAGE- AK,,59-26-59.7970N,214019.7970N,146-18-26.0660W,526706.0660W,E,100,S,21E,2005,,SEWARD,1,S, 5500,ZAN,ZAN,ANCHORAGE,,,,N,JNU,JUNEAU,907-789-7380,1-800-WX-BRIEF,,,,MDO,Y,01/01/1949,O,,,NO OBJECTION,N,N,N,N,S,C,7272006,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,,,,,,,,,,100,,50,,12/31/2005,NACO,2004-10-04 00:00:00.0,NACO,2004-10-04 00:00:00.0,,,,Y
50497.*A,AIRPORT,MHM,09/20/2012,AAL,NONE,AK,ALASKA,YUKON-KOYUKUK,AK,MINCHUMINA,MINCHUMINA,PU,PU,STATE OF ALASKA DOT &PF,NORTHERN REGION- 2301 PEGER ROAD,FAIRBANKS- AK 99709,    907-451-5230,JEREMY WORRALL,2301 PEGER RD,FAIRBANKS- AK 99709,    907-451-5230,63-53-09.5000N,229989.5000N,152-18-06.6000W,548286.6000W,E,682,S,21E,2005,,MC GRATH,0,SE,  674,ZAN,ZAN,ANCHORAGE,,,,N,FAI,FAIRBANKS,907-474-0137,1-866-248-6516,,,,MHM,Y,08/01/1947,O,,N,NO OBJECTION,N,N,N,Y,C,C,8262011,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.9,N,CG,N,,2,0,0,0,,,,,,40,100,1000,,09/25/2009,3RD PARTY SURVEY,2010-08-28 00:00:00.0,3RD PARTY SURVEY,2010-08-28 00:00:00.0,,,CARGO,Y-L
50498.1*A,AIRPORT,51Z,09/20/2012,AAL,NONE,AK,ALASKA,YUKON-KOYUKUK,AK,MINTO,MINTO AL WRIGHT,PU,PU,STATE OF AK DOTPF/N REGION,2301 PEGER ROAD,FAIRBANKS- AK 99709,    907-451-2200,JEFF RUSSELL,2301 PEGER ROAD,FAIRBANKS- AK 99709,    907-451-2207,65-08-53.4000N,234533.4000N,149-22-06.9000W,537726.9000W,E,500,S,27E,1985,,FAIRBANKS,1,E,  295,ZAN,ZAN,ANCHORAGE,,,,,FAI,FAIRBANKS,907-474-0137,1-866-248-6516,,,,FAI,Y,07/01/1975,O,,NGSY,NO OBJECTION,N,N,,Y,C,C,9102009,3121986,,NONE,NONE,NONE,NONE,SEE RMK,SEE RMK,N,,122.9,Y,CG,N,,0,0,0,0,,,,,,500,,500,,12/31/2005,3RD PARTY SURVEY,2010-07-08 00:00:00.0,3RD PARTY SURVEY,2010-07-08 00:00:00.0,,,,Y-L
50498.8*A,AIRPORT,0AK3,09/20/2012,AAL,NONE,AK,ALASKA,MATANUSKA-SUSITNA,AK,MONTANA CREEK,PARKER LAKE,PR,PR,ROGER R. PATCH,23745 IMMELMAN CIRCLE,CHUGIAK- AK 99567,    907-428-6770,ROGER R. PATCH,23745 IMMELMAN CIRCLE,CHUGIAK- AK 99567,    907-688-1555,62-02-09.1190N,223329.1190N,150-29-38.1010W,541778.1010W,E,250,E,25E,1985,,ANCHORAGE,14,N,    5,ZAN,ZAN,ANCHORAGE,,,,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,N,08/01/1990,O,,,NOT ANALYZED,,,,,2,N,,12291992,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
50499.*A,AIRPORT,99AK,09/20/2012,AAL,NONE,AK,ALASKA,KUSKOKWIM,AK,MOORE CREEK,MOORE CREEK,PR,PR,DON HARRIS,,MCGRATH- AK,,,,,,62-35-56.5540N,225356.5540N,157-09-06.5010W,565746.5010W,E,980,S,22E,1985,,MC GRATH,1,S,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,N,10/01/1951,O,,,NOT ANALYZED,N,N,N,N,2,N,8181976,11101983,,NONE,NONE,NONE,NONE,,,N,,,N,,N,,,,,,,,,,,,,50,,08/18/1976,,,,,,,,N
50500.07*C,SEAPLANE BASE,52Z,09/20/2012,AAL,NONE,AK,ALASKA,SEWARD,AK,MOOSE PASS,SUMMIT LAKE,PR,PU,MARTY ARNOLDY,SUMMIT LAKE LODGE- MILE 45 1/2 SEWARD HWY,MOOSE PASS- AK 99631,    907-244-2031,MARTY ARNOLDY,SUMMIT LAKE LODGE- MILE 45 1/2 SEWARD HWY,MOOSE PASS- AK 99631,    907-244-2031,60-38-27.8920N,218307.8920N,149-29-49.6840W,538189.6840W,E,1300,E,25E,1985,,ANCHORAGE,10,NW,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,ENA,Y,06/01/1966,O,,,NOT ANALYZED,N,N,N,N,S,S,6172011,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,,,,,,,,,,,,400,,05/31/2011,,,,,,,CARGO,N
50500.7*C,SEAPLANE BASE,KMY,09/20/2012,AAL,NONE,AK,ALASKA,KODIAK ISLAND,AK,MOSER BAY,MOSER BAY,PR,PU,COLUMBIA WARD FISHERIES,303 E N LAKEWAY,SEATTLE- WA 98105,,COLUMBIA WARD FISHERIES,,MOSER BAY- AK 99615,,57-01-32.1080N,205292.1080N,154-08-45.3070W,554925.3070W,E,0,E,21E,1985,,KODIAK,0,E,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,ENA,Y,05/01/1962,O,,,NOT ANALYZED,N,N,N,N,S,C,6132007,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,,,,,,,,,,50,,50,,12/31/2006,,,,,,,,N
50502.*A,AIRPORT,MOU,09/20/2012,AAL,NONE,AK,ALASKA,WADE HAMPTON,AK,MOUNTAIN VILLAGE,MOUNTAIN VILLAGE,PU,PU,STATE OF ALASKA DOT & PF,NORTHERN REGION- 2301 PEGER ROAD,FAIRBANKS- AK 99709,    907-451-2200,ERIK WEINGARTH,PO BOX 135,ST MARY'S- AK 99658,    907-438-2416,62-05-41.2000N,223541.2000N,163-40-58.3000W,589258.3000W,E,339,S,14E,2005,,BETHEL,2,NE,,ZAN,ZAN,ANCHORAGE,,,,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,MOU,Y,02/01/1989,O,,N,NO OBJECTION,,,,Y,S,C,6142009,,,,,,,SEE RMK,SEE RMK,N,,122.9,Y,CG,,,,,,,,,,,,,,,,06/14/2009,3RD PARTY SURVEY,2008-07-15 00:00:00.0,3RD PARTY SURVEY,2008-07-15 00:00:00.0,,TIE,,Y-L
50515.1*A,AIRPORT,IBN,09/20/2012,AAL,NONE,AK,ALASKA,VALDEZ-CHITNA-WHITIE,AK,NABESNA,DEVILS MOUNTAIN LODGE,PR,PR,DEVILS MONTAIN LODGE,HC 63 BOX 1415,GAKONA- AK 99586,    907-822-5312,KIRK ELLIS,HC 63 BOX 1415,GAKONA- AK 99586,    907-339-9329,62-24-06.6460N,224646.6460N,142-59-43.6850W,514783.6850W,E,2880,E,28E,1985,,ANCHORAGE,2,N,,ZAN,ZAN,ANCHORAGE,,,,N,ORT,NORTHWAY,907-778-2219,1-800-478-6611,FAI,FAIRBANKS,1-866-248-6516,IBN,N,09/01/1966,O,,,NOT ANALYZED,N,N,N,N,2,N,10151975,1042011,,MAJOR,MAJOR,NONE,NONE,,,N,,,N,,N,,2,,,,,,,,,500,500,200,,10/15/1975,,,,,,,,Y
50516.7*A,AIRPORT,76Z,09/20/2012,AAL,NONE,AK,ALASKA,BRISTOL BAY,AK,NAKEEN,NAKEEN,PR,PU,ATLANTIC & PACIFIC TEA CO,,NAKEEN- AK,,,,,,58-55-39.3780N,212139.3780N,157-02-49.7480W,565369.7480W,E,50,E,21E,1985,,KODIAK,0,NE,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,ENA,Y,07/01/1962,O,,,NO OBJECTION,N,N,N,N,S,C,6282007,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,,,,,,,,,,,,,,12/31/2006,,,,,,,CARGO,N
50517.4*A,AIRPORT,5NK,09/20/2012,AAL,NONE,AK,ALASKA,BRISTOL BAY,AK,NAKNEK,NAKNEK,PU,PU,ST OF AK DOTPF/CEN REG,PO BOX 196900,ANCHORAGE- AK 99519-6900,    907-269-0747,JAY KNIGHT,BOX 65,KING SALMON- AK 99613,    907-246-3325,58-43-58.3700N,211438.3700N,157-01-11.7110W,565271.7110W,E,70,E,21E,1985,,KODIAK,1,N,   84,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,ENA,Y,06/01/1953,O,,N,NO OBJECTION,N,N,N,Y,C,C,7122009,3151984,100LL,MAJOR,MINOR,NONE,NONE,SEE RMK,SEE RMK,N,,122.9,N,CG,N,,22,0,0,0,,,,,,600,7000,100,,12/31/2008,,,,,,HGR,CARGO,Y-L
50517.5*A,AIRPORT,4AK9,09/20/2012,AAL,NONE,AK,ALASKA,BRISTOL BAY,AK,NAKNEK,TIBBETTS,PR,PR,PENINSULA,BOX 110,NAKNEK- AK 99633,,G TIBBETTS,,NAKNEK- AK 99633,    907-246-4264,58-44-03.3710N,211443.3710N,157-00-25.7110W,565225.7110W,E,50,E,21E,1985,,KODIAK,0,SE,   19,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,N,07/01/1962,O,,,NO OBJECTION,N,N,N,N,2,F,7201983,2232011,,MINOR,MINOR,NONE,NONE,,,N,,122.9,N,,N,,4,1,,,,,,,,2000,300,2500,,07/20/1983,,,,,,HGR,CARGO,Y
50519.5*C,SEAPLANE BASE,78Z,09/20/2012,AAL,NONE,AK,ALASKA,MATANUSKA-SUSITNA,AK,NANCY LAKE,NANCY LAKE,PU,PU,STATE OF ALASKA- DNR,550 W 7TH AVE  900C,ANCHORAGE- AK 99501,    907-269-8400,MAT-SU AREA PARK OFFICE,ALASKA STATE PARKS- 7278 EAST BOGARD RD,WASILLA- AK 99654,    907-745-3975,61-42-11.9500N,222131.9500N,150-00-25.7000W,540025.7000W,E,214,E,25E,1985,,ANCHORAGE,0,NW,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,UUO,Y,07/01/1969,O,,,NOT ANALYZED,N,N,N,N,S,S,7012011,,,NONE,NONE,NONE,NONE,,,N,,122.8,N,,N,,15,,,,,,,,,50,500,100,,05/31/2011,STATE,2011-07-13 00:00:00.0,STATE,2011-07-13 00:00:00.0,,,,N
50519.81*A,AIRPORT,AK07,09/20/2012,AAL,NONE,AK,ALASKA,ANCHORAGE,AK,NANWALEK,DOG FISH BAY,PR,PR,ENGLISH BAY CORP,1637 STANTON AV,ANCHORAGE- AK 99508,,ED HERRMAN,PO BOX 3381,HOMER- AK 99603,,59-14-27.5970N,213267.5970N,151-52-37.6150W,546757.6150W,E,10,E,22E,1990,,KODIAK,0,N,    9,ZAN,ZAN,ANCHORAGE,,,,,HOM,HOMER,907-235-8588,LC235-8588,ENA,KENAI,1-866-864-1737,HOM,N,12/01/1991,O,,,NOT ANALYZED,,,,,2,N,,9231991,,,,,,,,N,,,N,,,,2,,,3,,,,,,,,,,,,,,,,,,Y
50519.8*A,AIRPORT,KEB,09/20/2012,AAL,NONE,AK,ALASKA,KENAI-COOK INLET,AK,NANWALEK,NANWALEK,PU,PU,STATE OF AK DOTPF-CENTRAL RGN,POUCH 196900,ANCHORAGE- AK 99519-6900,    907-269-0767,KEVIN JONES,2336 KACHEMAK DR,HOMER- AK 99603,    907-235-5217,59-21-07.7340N,213667.7340N,151-55-30.5610W,546930.5610W,E,27,E,23E,1985,,KODIAK,0,SW,   14,ZAN,ZAN,ANCHORAGE,,,,N,HOM,HOMER,907-235-8588,LC235-8588,ENA,KENAI,1-866-864-1737,HOM,Y,,O,,,NO OBJECTION,N,N,N,Y,S,C,7102010,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,,,,,,,,,,3000,,100,,12/31/2009,,,,,,,,Y
50519.9*A,AIRPORT,4AK8,09/20/2012,AAL,NONE,AK,ALASKA,KUSKOKWIM,AK,NAPAIMUTE,NAPAIMUTE PIONEER AIRFIELD,PR,PR,NATIVE VILLAGE OF NAPAIMUTE,PO BOX 1301,BETHEL- AK 99559,    907-222-5058,MARK LEARY,PO BOX 1301,BETHEL- AK 99559,    907-222-5058,61-32-10.7300N,221530.7300N,158-44-20.2700W,571460.2700W,E,200,E,,,,MC GRATH,2,WSW,   10,ZAN,ZAN,ANCHORAGE,,,,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,,08/01/2006,O,,,CONDITIONAL,,,,,2,N,,7252011,,,,,,,,N,,,,,,,,,,,,,,,,,,,,03/27/2006,OWNER,2006-03-27 00:00:00.0,OWNER,2006-03-27 00:00:00.0,,,,Y
50520.01*A,AIRPORT,WNA,09/20/2012,AAL,NONE,AK,ALASKA,BETHEL,AK,NAPAKIAK,NAPAKIAK,PU,PU,STATE OF AK DOT/PF CENTRL REG,PO BOX 196900,ANCHORAGE- AK 99519-6900,    907-266-1735,DAVID CUMMINGS,PO BOX 505,BETHEL- AK 99559,    907-543-2495,60-41-25.2000N,218485.2000N,161-58-42.6000W,583122.6000W,E,17,E,14E,2010,,BETHEL,0,W,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,ENA,Y,09/01/1976,O,,N,NO OBJECTION,N,N,,Y,C,C,6082009,,,NONE,NONE,NONE,NONE,SEE RMK,SEE RMK,N,,122.9,Y,CG,N,,0,0,0,0,,,,,,,,,,08/27/2005,NGS,2007-06-30 00:00:00.0,NGS,2007-06-30 00:00:00.0,,,,Y-L
50520.18*A,AIRPORT,PKA,09/20/2012,AAL,NONE,AK,ALASKA,BETHEL,AK,NAPASKIAK,NAPASKIAK,PU,PU,STATE OF AK DOTPF/CE REGION,PO BOX 196900,ANCHORAGE- AK 99519-6900,    907-269-0747,DAVID CUMMINGS,BOX 505,BETHEL- AK 99559,    907-543-2495,60-42-10.5000N,218530.5000N,161-46-41.9000W,582401.9000W,E,24,S,15E,2005,,BETHEL,1,SW,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,ENA,Y,06/01/1974,O,,NGY,,N,N,N,Y,C,C,6072009,,,NONE,NONE,NONE,NONE,,SEE RMK,N,,122.9,Y,CG,N,,0,0,0,0,,,,,,,,,,08/27/2005,NGS,2001-08-09 00:00:00.0,,,,TIE,,Y-L
50523.35*A,AIRPORT,OUL,09/20/2012,AAL,NONE,AK,ALASKA,ALEUTIAN ISLANDS,AK,NELSON LAGOON,NELSON LAGOON,PU,PU,STATE OF AK DOTPF-CENTRAL RGN,P.O. BOX 196900,ANCHORAGE- AK 99519-6900,    907-269-0747,JEFFREY DOERNING,BOX 97,COLD BAY- AK 99571,    907-532-5000,56-00-27.1300N,201627.1300N,161-09-37.3220W,580177.3220W,E,14,S,15E,2005,,KODIAK,1,E,,ZAN,ZAN,ANCHORAGE,,,,N,CDB,COLD BAY,907-532-2466,1-800-478-7250,ENA,KENAI,1-866-864-1737,OUL,Y,10/01/1979,O,,NGY,NO OBJECTION,,,,Y,S,C,7312009,,100LL,NONE,NONE,NONE,NONE,SEE RMK,SEE RMK,N,,122.9,Y,CG,N,,2,1,0,0,,,,,,206,84,12,,12/31/2005,NACO,1998-03-19 00:00:00.0,NACO,1998-03-19 00:00:00.0,,TIE,,Y-L
50524.*A,AIRPORT,ENN,09/20/2012,AAL,NONE,AK,ALASKA,YUKON-KOYUKUK,AK,NENANA,NENANA MUNI,PU,PU,CITY OF NENANA,BOX 70,NENANA- AK 99760,    907-832-5441,JASON MAYRAND,BOX 70,NENANA- AK 99760,    907-832-5501,64-32-50.3851N,232370.3851N,149-04-26.3107W,536666.3107W,E,362,S,21E,2010,,FAIRBANKS,1,S, 1030,ZAN,ZAN,ANCHORAGE,,,,N,FAI,FAIRBANKS,907-474-0137,1-866-248-6516,,,,ENN,Y,04/01/1949,O,,NGPY,NO OBJECTION,N,N,N,Y,C,C,5312010,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.1,Y,CG,N,,15,0,0,0,,,,,,2500,1500,2000,,05/31/2010,NACO,2003-12-15 00:00:00.0,NACO,2003-01-07 00:00:00.0,,TIE,,Y-L
50528.7*A,AIRPORT,KNW,09/20/2012,AAL,NONE,AK,ALASKA,BRISTOL BAY,AK,NEW STUYAHOK,NEW STUYAHOK,PU,PU,STATE OF AK DOTPF-CENTRAL RGN,POUCH 196900,ANCHORAGE- AK 99519-6900,    907-269-0747,NORMAN HEYAN0,BOX 250,DILLINGHAM- AK 99576,    907-842-5511,59-27-05.5350N,214025.5350N,157-22-23.3900W,566543.3900W,E,364,E,16E,2010,,KODIAK,1,W,,ZAN,ZAN,ANCHORAGE,,,,N,DLG,DILLINGHAM,907-842-5275,LC842-5275,ENA,KENAI,1-866-864-1737,KNW,Y,,O,,NGY,NO OBJECTION,N,N,N,Y,F,C,7102009,,,NONE,NONE,NONE,NONE,SEE RMK,SEE RMK,N,,122.9,N,,N,,0,0,0,0,,,,,,250,,700,,12/31/2008,STATE,2007-05-07 00:00:00.0,STATE,2007-05-07 00:00:00.0,,HGR,CARGO,
50529.*A,AIRPORT,EWU,09/20/2012,AAL,NONE,AK,ALASKA,BETHEL,AK,NEWTOK,NEWTOK,PU,PU,STATE OF AK DOTPF CENTRAL RGN,PO BOX 196900,ANCHORAGE- AK 99519-6900,    907-269-0747,DAVID CUMMINGS,BOX 505,BETHEL- AK 99559,    907-543-2495,60-56-20.9000N,219380.9000N,164-38-28.5000W,592708.5000W,E,25,E,17E,1985,,BETHEL,1,W,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,ENA,Y,09/01/1976,O,,N,NO OBJECTION,N,N,,Y,S,C,6122009,,,NONE,NONE,NONE,NONE,,,N,,122.9,Y,,N,,0,0,0,0,,,,,,,,,,08/25/2005,NGS,2001-08-11 00:00:00.0,,,,,,Y
50529.01*C,SEAPLANE BASE,WWT,09/20/2012,AAL,NONE,AK,ALASKA,BETHEL,AK,NEWTOK,NEWTOK,PU,PU,PUBLIC DOMAIN,,,,,,,,60-55-25.1550N,219325.1550N,164-39-22.3700W,592762.3700W,E,6,E,17E,1985,,BETHEL,0,S,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,ENA,Y,07/01/1966,O,,,NOT ANALYZED,N,N,N,N,S,C,9022006,9251980,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,,,,,,,,,,,,,,12/31/2005,,,,,,,CARGO,
50529.75*A,AIRPORT,IGT,09/20/2012,AAL,NONE,AK,ALASKA,BETHEL,AK,NIGHTMUTE,NIGHTMUTE,PU,PU,ST OF AK DOTPF/C RGN,PO BOX 196900,ANCHORAGE- AK 99519-6900,    907-269-0747,DAVID CUMMINGS,BOX 505,BETHEL- AK 99559,    907-543-2495,60-28-15.7700N,217695.7700N,164-42-03.0200W,592923.0200W,E,4,E,17E,1985,,BETHEL,1,N,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,ENA,Y,07/01/1979,O,,NGY,NOT ANALYZED,,,,Y,C,C,6252009,,,NONE,NONE,NONE,NONE,,,N,,122.9,Y,,N,,,,,,,,,,,,,,,08/26/2005,STATE,2005-10-25 00:00:00.0,STATE,2005-10-25 00:00:00.0,,,,Y
50529.81*A,AIRPORT,AK73,09/20/2012,AAL,NONE,AK,ALASKA,KENAI-COOK INLET,AK,NIKISHKA,MCGAHAN INDUSTRIAL AIRPARK,PR,PR,MAC MC GRAHAM,PO BOX 8548,NIKISHKA- AK 99635,    907-776-8111,MAC MC GRAHAM,PO BOX 8548,NIKISHKA- AK 99635,    907-776-8111,60-43-30.9850N,218610.9850N,151-18-08.0500W,544688.0500W,E,150,E,24E,1985,,ANCHORAGE,1,NW,   20,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,N,11/01/1990,O,,,NOT ANALYZED,,,,,2,N,,6301990,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
50529.78*H,HELIPORT,1AK5,09/20/2012,AAL,NONE,AK,ALASKA,KENAI PENINSULA,AK,NIKISKI,OFFSHORE SYSTEMS-KENAI,PR,PR,OFFSHORE SYSTEMS-KENAI,P.O. BOX 8505,NIKISKI- AK 99635,    907-776-5551,MIKE PEEK,P.O. BOX 8505,NIKISKI- AK 99635,    907-776-5551,60-44-23.0000N,218663.0000N,151-18-30.0000W,544710.0000W,E,150,E,23E,1995,,ANCHORAGE,1,NW,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,N,12/01/1992,O,,,CONDITIONAL,,,,,,N,,3172011,,,,,,SS-SR,,N,123.05,,N,,,,,,,2,,,,,,,,,,,,,,,,,,Y-L
50529.9*A,AIRPORT,FSP,09/20/2012,AAL,NONE,AK,ALASKA,KUSKOKWIM,AK,NIKOLAI,NIKOLAI,PU,PU,ST OF AK DOTPF/C RGN,PO BOX 196900,ANCHORAGE- AK 99519-6900,    907-269-0782,DOUGLAS LYMAN,BOX 21,MC GRATH- AK 99627,    907-524-3241,63-01-06.8150N,226866.8150N,154-21-30.3650W,555690.3650W,E,441,S,19E,2005,,MC GRATH,1,NE,   76,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,FSP,Y,,O,,NGY,NOT ANALYZED,N,N,N,Y,C,C,5172009,,,NONE,NONE,NONE,NONE,SEE RMK,SEE RMK,N,,122.8,Y,CG,N,,,,,,,,,,,,,,,05/17/2009,AVN,2005-02-03 00:00:00.0,AVN,2005-02-03 00:00:00.0,,,CARGO,Y-L
50530.*A,AIRPORT,IKO,09/20/2012,AAL,NONE,AK,ALASKA,ALEUTIAN ISLANDS,AK,NIKOLSKI,NIKOLSKI AS,PR,PR,ALYOOT CORPORATIOIN,ONE ALEUT PLAZA- 4000 OLD SEWARD HIGHWAY SUITE 300,ANCHORAGE- AK 99503,    907-561-4300,AAFFA-OL-D (BOB CAPLES),3200 2ND STREET,ST LOUIS- MO 63118,    314-263-8041,52-56-29.6000N,190589.6000N,168-50-56.5000W,607856.5000W,E,77,S,10E,2005,,DUTCH HARBOR,0,NE,,ZAN,ZAN,ANCHORAGE,,,,N,CDB,COLD BAY,907-532-2466,1-800-478-7250,ENA,KENAI,1-866-864-1737,ENA,N,,O,,,NO OBJECTION,,,,,,N,,6221981,,,,,,,,N,,,N,C,N,,,,,,,,,,,,,,,,3RD PARTY SURVEY,2005-08-30 00:00:00.0,3RD PARTY SURVEY,2005-08-30 00:00:00.0,,,CARGO,
50533.*A,AIRPORT,NIN,09/20/2012,AAL,NONE,AK,ALASKA,KENAI-COOK INLET,AK,NINILCHIK,NINILCHIK,PU,PU,ST OF AK DOT PF CENTRAL REG,PO BOX 196900,ANCHORAGE- AK 99519-6900,    907-269-0767,KARL HORST/CARL HIGH,STATE OF AK- PO BOX 1327,SOLDOTNA- AK 99669,    907-262-2199,60-01-12.8430N,216072.8430N,151-35-21.9070W,545721.9070W,E,276,S,24E,1985,,MC GRATH,3,SE,   50,ZAN,ZAN,ANCHORAGE,,,,N,HOM,HOMER,907-235-8588,LC235-8588,ENA,KENAI,1-866-864-1737,HOM,Y,10/01/1962,O,,,NO OBJECTION,N,N,N,Y,S,C,8132010,,,NONE,NONE,NONE,NONE,,,N,,122.9,Y,,N,,8,,,,,,1,,,150,,1000,,12/31/2009,,,,,,TIE,,Y
50536.1*A,AIRPORT,WTK,09/20/2012,AAL,NONE,AK,ALASKA,KOBUK,AK,NOATAK,NOATAK,PU,PU,ALASKA DOT/PF NORTHERN REGION,2301 PEGER RD,FAIRBANKS- AK 99709,    907-451-2200,CALVIN SCHAEFFER,BOX 55,KOTZEBUE- AK 99752,    907-442-3147,67-33-40.2000N,243220.2000N,162-58-49.5000W,586729.5000W,E,91,S,15E,2010,,NOME,1,SW,,ZAN,ZAN,ANCHORAGE,,,,N,OTZ,KOTZEBUE,907-442-3310,1-800-478-7460,FAI,FAIRBANKS,1-866-248-6516,WTK,Y,08/01/1959,O,,NGSY,NO OBJECTION,N,N,N,Y,C,C,9112008,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,0,0,0,0,,,,,,5000,,,,09/29/2011,3RD PARTY SURVEY,2010-08-02 00:00:00.0,3RD PARTY SURVEY,1996-05-03 00:00:00.0,,,CARGO,Y-L
50540.*A,AIRPORT,OME,09/20/2012,AAL,NONE,AK,ALASKA,NOME,AK,NOME,NOME,PU,PU,ST OF AK DOTPF NORTH REG,2301 PEGER RD,FAIRBANKS- AK 99709,    907-443-2500,ROBERT MADDEN,BOX 1048,NOME- AK 99762,    907-443-2500,64-30-43.9280N,232243.9280N,165-26-42.8850W,595602.8850W,E,37,S,14E,2005,1100,NOME,2,W,,ZAN,ZAN,ANCHORAGE,,,,Y,OME,NOME,LC 443-2291,1-800-478-8400,FAI,FAIRBANKS,1-866-248-6516,OME,Y,,O,I B S 04/2005,NGPY,NO OBJECTION,N,Y,N,Y,F,F,11042010,,100LLA    A1+,MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,N,,123.6,Y,CG,N,,51,12,,5,,3,,1500,,15000,5000,5000,1500,01/01/2010,NGS,,NGS,1991-07-06 00:00:00.0,,HGR,CARGO,Y
